country,question_id,question_text,response,validation_status,evidence_count,evidence_ids,document_ids,pages,response_id,run_id,prompt_version,question_version
eua,Q04,Que evidências apresentam convergência com princípios ou dimensões presentes nos referenciais UNESCO e OECD/PISA?,"As evidências apresentadas indicam que o aprendizado social e emocional, que inclui competências afetivas, comportamentais e cognitivas, é fundamental para o sucesso na educação. Isso está alinhado com princípios observáveis nos referenciais UNESCO e OECD/PISA, que enfatizam a importância de competências não apenas acadêmicas, mas também sociais para o desenvolvimento integral dos estudantes.",candidate,2,EVID_EUA_Q04_US_001_P0195_001; EVID_EUA_Q04_US_001_P0082_002,US_001,US_001:p195-196; US_001:p82-83,RESP_EUA_Q04_20260912T142218Z,RUN_EUA_20260912T142218Z,rag-country-v3.2,3.0
finlandia,Q04,Que evidências apresentam convergência com princípios ou dimensões presentes nos referenciais UNESCO e OECD/PISA?,"A nova currículo nacional para a educação básica na Finlândia tem convergências claras com os princípios e dimensões dos referenciais UNESCO e OECD/PISA, especialmente no que diz respeito à ênfase em competências transversais como a participação, responsabilidade ambiental e a promoção da equidade e igualdade.",candidate,2,EVID_FINLANDIA_Q04_FI_001_P0002_001; EVID_FINLANDIA_Q04_FI_001_P0001_002,FI_001,FI_001:p2; FI_001:p1,RESP_FINLANDIA_Q04_20260912T142441Z,RUN_FINLANDIA_20260912T142441Z,rag-country-v3.2,3.0
gana,Q04,Que evidências apresentam convergência com princípios ou dimensões presentes nos referenciais UNESCO e OECD/PISA?,"A documentação evidencia princípios de digital literacy, comunicação e colaboração, que estão alinhados com os referenciais da UNESCO e OECD/PISA.",candidate,2,EVID_GANA_Q04_GH_001_P0080_001; EVID_GANA_Q04_GH_001_P0079_002,GH_001,GH_001:p80; GH_001:p79,RESP_GANA_Q04_20260912T142704Z,RUN_GANA_20260912T142704Z,rag-country-v3.2,3.0
hong-kong,Q04,Que evidências apresentam convergência com princípios ou dimensões presentes nos referenciais UNESCO e OECD/PISA?,"As escolas desenvolvem seu currículo escolar baseado nas diretrizes de valores e atitudes, promovendo consciência ambiental e interdependência entre os seres vivos e seu ambiente, o que está em linha com os princípios da UNESCO e OECD/PISA.",candidate,2,EVID_HONG_KONG_Q04_HK_001_P0038_001; EVID_HONG_KONG_Q04_HK_001_P0121_002,HK_001,HK_001:p38; HK_001:p121,RESP_HONG_KONG_Q04_20260912T142926Z,RUN_HONG_KONG_20260912T142926Z,rag-country-v3.2,3.0
irlanda,Q04,Que evidências apresentam convergência com princípios ou dimensões presentes nos referenciais UNESCO e OECD/PISA?,"O currículo de Ciências da Computação promove habilidades essenciais como pensamento computacional, resolução de problemas e ética social, que ressoam com os princípios da UNESCO e dimensões do OECD/PISA.",candidate,4,EVID_IRLANDA_Q04_IE_001_P0013_001; EVID_IRLANDA_Q04_IE_001_P0021_002; EVID_IRLANDA_Q04_IE_001_P0027_003; EVID_IRLANDA_Q04_IE_001_P0008_004,IE_001,IE_001:p13; IE_001:p21; IE_001:p27; IE_001:p8,RESP_IRLANDA_Q04_20260912T143215Z,RUN_IRLANDA_20260912T143215Z,rag-country-v3.2,3.0
japao,Q04,Que evidências apresentam convergência com princípios ou dimensões presentes nos referenciais UNESCO e OECD/PISA?,As evidências indicam que é fundamental ensinar com ênfase na prevenção de conflitos e na promoção de uma sociedade internacional pacífica e democrática.,candidate,1,EVID_JAPAO_Q04_JP_001_P0078_001,JP_001,JP_001:p78,RESP_JAPAO_Q04_20260912T143439Z,RUN_JAPAO_20260912T143439Z,rag-country-v3.2,3.0
nova-zelandia,Q04,Que evidências apresentam convergência com princípios ou dimensões presentes nos referenciais UNESCO e OECD/PISA?,"As evidências recuperadas mostram que o currículo de tecnologia na Nova Zelândia enfatiza uma abordagem integrada e interdisciplinar, promovendo competências-chave como o pensamento crítico, a colaboração e a participação, alinhando-se assim aos princípios e dimensões dos referenciais UNESCO e OECD/PISA.",candidate,2,EVID_NOVA_ZELANDIA_Q04_NZ_001_P0010_001; EVID_NOVA_ZELANDIA_Q04_NZ_001_P0012_002,NZ_001,NZ_001:p10; NZ_001:p12,RESP_NOVA_ZELANDIA_Q04_20260912T143655Z,RUN_NOVA_ZELANDIA_20260912T143655Z,rag-country-v3.2,3.0
quenia,Q04,Que evidências apresentam convergência com princípios ou dimensões presentes nos referenciais UNESCO e OECD/PISA?,"A formação prevista no currículo contempla competências essenciais como a comunicação e colaboração, pensamento crítico e a criatividade, que estão alinhadas com os princípios UNESCO e OECD/PISA.",candidate,1,EVID_QUENIA_Q04_KE_001_P0058_001,KE_001,KE_001:p58,RESP_QUENIA_Q04_20260912T143913Z,RUN_QUENIA_20260912T143913Z,rag-country-v3.2,3.0
reino-unido,Q04,Que evidências apresentam convergência com princípios ou dimensões presentes nos referenciais UNESCO e OECD/PISA?,"O currículo nacional para computação no Reino Unido garante que todos os alunos desenvolvam habilidades em ciências da computação, que incluem a aplicação das principais dimensões presentes nos referenciais UNESCO e OECD/PISA, como o desenvolvimento do pensamento computacional, criatividade e alfabetização digital dos alunos.",candidate,2,EVID_REINO_UNIDO_Q04_UK_001_P0001_001; EVID_REINO_UNIDO_Q04_UK_002_P0001_002,UK_001; UK_002,UK_001:p1-2; UK_002:p1-2,RESP_REINO_UNIDO_Q04_20260912T144124Z,RUN_REINO_UNIDO_20260912T144124Z,rag-country-v3.2,3.0
ruanda,Q04,Que evidências apresentam convergência com princípios ou dimensões presentes nos referenciais UNESCO e OECD/PISA?,"As competências amplas em ICT promovem habilidades de pensamento crítico, resolução de problemas e aplicação de conhecimento, alinhando-se aos princípios UNESCO e OECD/PISA.",candidate,2,EVID_RUANDA_Q04_RW_001_P0009_001; EVID_RUANDA_Q04_RW_001_P0009_002,RW_001,RW_001:p9; RW_001:p9,RESP_RUANDA_Q04_20260912T144341Z,RUN_RUANDA_20260912T144341Z,rag-country-v3.2,3.0
singapura,Q04,Que evidências apresentam convergência com princípios ou dimensões presentes nos referenciais UNESCO e OECD/PISA?,"As evidências ressaltam a importância de ambientes de aprendizagem estimulantes e do papel ativo das crianças como construtoras de conhecimento, alinhando-se aos princípios da UNESCO e OECD/PISA sobre aprendizagem centrada no aluno e construção do conhecimento.",candidate,2,EVID_SINGAPURA_Q04_SG_010_P0037_001; EVID_SINGAPURA_Q04_SG_002_P0017_002,SG_002; SG_010,SG_010:p37-38; SG_002:p17-18,RESP_SINGAPURA_Q04_20260912T144617Z,RUN_SINGAPURA_20260912T144617Z,rag-country-v3.2,3.0
suica,Q04,Que evidências apresentam convergência com princípios ou dimensões presentes nos referenciais UNESCO e OECD/PISA?,"As evidências indicam uma convergência com os princípios da alfabetização digital e do uso responsável das tecnologias e mídias, conforme alinhado aos referenciais da UNESCO e OECD/PISA.",candidate,2,EVID_SUICA_Q04_CH_002_P0004_001; EVID_SUICA_Q04_CH_003_P0011_002,CH_002; CH_003,CH_002:p4; CH_003:p11,RESP_SUICA_Q04_20260912T144840Z,RUN_SUICA_20260912T144840Z,rag-country-v3.2,3.0
taiwan,Q04,Que evidências apresentam convergência com princípios ou dimensões presentes nos referenciais UNESCO e OECD/PISA?,"As evidências destacam a importância do uso responsável da tecnologia e da compreensão das questões sociais relacionadas, que são dimensões reconhecidas pelos referenciais da UNESCO e OECD/PISA.",candidate,2,EVID_TAIWAN_Q04_TW_001_P0043_001; EVID_TAIWAN_Q04_TW_001_P0042_002,TW_001,TW_001:p43; TW_001:p42,RESP_TAIWAN_Q04_20260912T145057Z,RUN_TAIWAN_20260912T145057Z,rag-country-v3.2,3.0
uruguai,Q04,Que evidências apresentam convergência com princípios ou dimensões presentes nos referenciais UNESCO e OECD/PISA?,"O Plan CEIBAL em Uruguay demonstra uma convergência com os princípios da UNESCO, promovendo o uso das TIC na educação para melhorar a qualidade e acessibilidade do aprendizado, apoiando o conceito de educação para todos, assim como a luta contra a desigualdade social e digital.",candidate,3,EVID_URUGUAI_Q04_UY_002_P0012_001; EVID_URUGUAI_Q04_UY_001_P0014_002; EVID_URUGUAI_Q04_UY_002_P0010_003,UY_001; UY_002,UY_002:p12; UY_001:p14; UY_002:p10,RESP_URUGUAI_Q04_20260912T145323Z,RUN_URUGUAI_20260912T145323Z,rag-country-v3.2,3.0
africa-do-sul,Q05,Quais competências associadas ao século XXI aparecem nos documentos curriculares?,"As competências associadas ao século XXI que aparecem nos documentos curriculares incluem a capacidade de identificar e resolver problemas, pensar criticamente e criativamente, trabalhar efetivamente em equipe, comunicar-se de forma eficaz e utilizar a tecnologia de maneira responsável.",candidate,1,EVID_AFRICA_DO_SUL_Q05_AF_ZA_01_P0006_001,AF-ZA-01,AF-ZA-01:p6,RESP_AFRICA_DO_SUL_Q05_20260912T140454Z,RUN_AFRICA_DO_SUL_20260912T140454Z,rag-country-v3.2,3.0
australia,Q05,Quais competências associadas ao século XXI aparecem nos documentos curriculares?,"Os documentos curriculares da Austrália destacam diversas competências associadas ao século XXI, incluindo o uso de sistemas digitais, a representação de dados, o design e produção de soluções tecnológicas, e a colaboração utilizando ferramentas digitais.",candidate,4,EVID_AUSTRALIA_Q05_OC_AU_02_P0001_001; EVID_AUSTRALIA_Q05_OC_AU_01_P0001_002; EVID_AUSTRALIA_Q05_OC_AU_02_P0001_003; EVID_AUSTRALIA_Q05_OC_AU_01_P0001_004,OC-AU-01; OC-AU-02,OC-AU-02:p1; OC-AU-01:p1; OC-AU-02:p1; OC-AU-01:p1,RESP_AUSTRALIA_Q05_20260912T140702Z,RUN_AUSTRALIA_20260912T140702Z,rag-country-v3.2,3.0
brasil,Q05,Quais competências associadas ao século XXI aparecem nos documentos curriculares?,"['As competências associadas ao século XXI nos documentos curriculares incluem a compreensão, utilização e criação de tecnologias digitais de informação e comunicação de forma crítica e ética, além da promoção da cultura digital e do pensamento computacional.']",candidate,2,EVID_BRASIL_Q05_BR_012_P0024_001; EVID_BRASIL_Q05_BR_005_P0005_002,BR_005; BR_012,BR_012:p24-25; BR_005:p5,RESP_BRASIL_Q05_20260912T140932Z,RUN_BRASIL_20260912T140932Z,rag-country-v3.2,3.0
canada,Q05,Quais competências associadas ao século XXI aparecem nos documentos curriculares?,"As competências associadas ao século XXI que aparecem nos documentos curriculares incluem o pensamento crítico, a criatividade e a colaboração em ambientes de aprendizagem.",candidate,1,EVID_CANADA_Q05_CA_002_P0001_001,CA_002,CA_002:p1-4,RESP_CANADA_Q05_20260912T141201Z,RUN_CANADA_20260912T141201Z,rag-country-v3.2,3.0
chile,Q05,Quais competências associadas ao século XXI aparecem nos documentos curriculares?,"As competências associadas ao século XXI incluem a flexibilidade, a empatia, a responsabilidade, a disposição a enfrentar novos desafios e ideias, e a abertura à diversidade de culturas e opiniões.",candidate,1,EVID_CHILE_Q05_CL_003_P0095_001,CL_003,CL_003:p95-96,RESP_CHILE_Q05_20260912T141439Z,RUN_CHILE_20260912T141439Z,rag-country-v3.2,3.0
china,Q05,Quais competências associadas ao século XXI aparecem nos documentos curriculares?,"As competências associadas ao século XXI nos documentos curriculares incluem a informação consciência, pensamento computacional, aprendizado e inovação digital, e responsabilidade social da informação.",candidate,4,EVID_CHINA_Q05_AS_CN_01_P0012_001; EVID_CHINA_Q05_AS_CN_01_P0012_002; EVID_CHINA_Q05_AS_CN_01_P0012_003; EVID_CHINA_Q05_AS_CN_01_P0012_004,AS-CN-01,AS-CN-01:p12; AS-CN-01:p12; AS-CN-01:p12; AS-CN-01:p12,RESP_CHINA_Q05_20260912T141700Z,RUN_CHINA_20260912T141700Z,rag-country-v3.2,3.0
coreia-do-sul,Q05,Quais competências associadas ao século XXI aparecem nos documentos curriculares?,"As competências associadas ao século XXI nos documentos curriculares incluem a medição da literacia em TIC, onde o estudo revelou um forte desenvolvimento nas áreas de 'Comunicação da Informação' e 'Uso e Gestão da Informação' entre estudantes do ensino médio, indicando a relevância dessas habilidades na formação educacional moderna.",candidate,1,EVID_COREIA_DO_SUL_Q05_KR_001_P0154_001,KR_001,KR_001:p154-155,RESP_COREIA_DO_SUL_Q05_20260912T141943Z,RUN_COREIA_DO_SUL_20260912T141943Z,rag-country-v3.2,3.0
estonia,Q05,Quais competências associadas ao século XXI aparecem nos documentos curriculares?,"As competências associadas ao século XXI nos documentos curriculares da Estônia incluem a formação de cidadãos socialmente ativos e responsáveis, a consciência cultural e ambiental, a capacidade de inovação tecnológica, a habilidade de análise crítica em meios de comunicação, e o desenvolvimento de competências sociais e de cidadania.",candidate,3,EVID_ESTONIA_Q05_EU_EE_01_P0001_001; EVID_ESTONIA_Q05_EU_EE_01_P0001_002; EVID_ESTONIA_Q05_EU_EE_01_P0001_003,EU-EE-01,EU-EE-01:p1; EU-EE-01:p1; EU-EE-01:p1,RESP_ESTONIA_Q05_20260912T135902Z,RUN_ESTONIA_20260912T135902Z,rag-country-v3.2,3.0
eua,Q05,Quais competências associadas ao século XXI aparecem nos documentos curriculares?,"As competências associadas ao século XXI nos documentos curriculares incluem pensamento computacional, que é uma habilidade fundamental para todos, além de ser aplicada em diversas disciplinas, como matemática e ciências. Outros pontos destacados são a colaboração, comunicação e resolução de problemas por meio de programação e criação de artefatos computacionais.",candidate,2,EVID_EUA_Q05_US_001_P0079_001; EVID_EUA_Q05_US_001_P0168_002,US_001,US_001:p79-80; US_001:p168,RESP_EUA_Q05_20260912T142218Z,RUN_EUA_20260912T142218Z,rag-country-v3.2,3.0
finlandia,Q05,Quais competências associadas ao século XXI aparecem nos documentos curriculares?,"As competências associadas ao século XXI identificadas nos documentos curriculares da Finlândia incluem: pensamento e aprendizagem a aprender, competência cultural, interação e expressão, cuidado pessoal e gestão da vida diária, multiliteracia, competência em TIC, competência para o mundo do trabalho e empreendedorismo, participação, envolvimento e construção de um futuro sustentável.",candidate,1,EVID_FINLANDIA_Q05_FI_001_P0002_001,FI_001,FI_001:p2,RESP_FINLANDIA_Q05_20260912T142441Z,RUN_FINLANDIA_20260912T142441Z,rag-country-v3.2,3.0
gana,Q05,Quais competências associadas ao século XXI aparecem nos documentos curriculares?,"As competências associadas ao século XXI nos documentos curriculares incluem: Criatividade e Inovação, Comunicação e Colaboração, Cidadania Cultural e Global, Desenvolvimento Pessoal e Liderança, e Alfabetização Digital.",candidate,2,EVID_GANA_Q05_GH_002_P0025_001; EVID_GANA_Q05_GH_001_P0088_002,GH_001; GH_002,GH_002:p25-26; GH_001:p88-89,RESP_GANA_Q05_20260912T142704Z,RUN_GANA_20260912T142704Z,rag-country-v3.2,3.0
hong-kong,Q05,Quais competências associadas ao século XXI aparecem nos documentos curriculares?,"As competências associadas ao século XXI presentes nos documentos curriculares de Hong Kong incluem o pensamento computacional, a resolução colaborativa de problemas, o pensamento crítico, a criatividade e a capacidade de aprender a aprender.",candidate,4,EVID_HONG_KONG_Q05_HK_001_P0100_001; EVID_HONG_KONG_Q05_HK_001_P0134_002; EVID_HONG_KONG_Q05_HK_001_P0028_003; EVID_HONG_KONG_Q05_HK_001_P0015_004,HK_001,HK_001:p100; HK_001:p134-135; HK_001:p28-29; HK_001:p15,RESP_HONG_KONG_Q05_20260912T142926Z,RUN_HONG_KONG_20260912T142926Z,rag-country-v3.2,3.0
irlanda,Q05,Quais competências associadas ao século XXI aparecem nos documentos curriculares?,"As competências associadas ao século XXI mencionadas nos documentos curriculares incluem a capacidade de resolver problemas, pensamento lógico, pensamento crítico, e colaboração. Os alunos devem também desenvolver habilidades de autogerenciamento e responsabilidade social.",candidate,3,EVID_IRLANDA_Q05_IE_001_P0006_001; EVID_IRLANDA_Q05_IE_001_P0009_002; EVID_IRLANDA_Q05_IE_001_P0021_003,IE_001,IE_001:p6-8; IE_001:p9; IE_001:p21,RESP_IRLANDA_Q05_20260912T143215Z,RUN_IRLANDA_20260912T143215Z,rag-country-v3.2,3.0
japao,Q05,Quais competências associadas ao século XXI aparecem nos documentos curriculares?,"As competências associadas ao século XXI mencionadas nos documentos curriculares incluem a habilidade de coletar, organizar e tratar dados adequadamente, assim como a capacidade de prever fenômenos futuros e evaluar resultados de processos, promovendo um pensamento crítico sobre sistemas de informação e suas implicações na sociedade.",candidate,2,EVID_JAPAO_Q05_JP_001_P0196_001; EVID_JAPAO_Q05_JP_001_P0196_002,JP_001,JP_001:p196; JP_001:p196,RESP_JAPAO_Q05_20260912T143439Z,RUN_JAPAO_20260912T143439Z,rag-country-v3.2,3.0
nova-zelandia,Q05,Quais competências associadas ao século XXI aparecem nos documentos curriculares?,Os documentos curriculares mencionam competências como o pensamento computacional e a habilidade de projetar e desenvolver resultados digitais.,candidate,2,EVID_NOVA_ZELANDIA_Q05_NZ_001_P0014_001; EVID_NOVA_ZELANDIA_Q05_NZ_001_P0010_002,NZ_001,NZ_001:p14; NZ_001:p10,RESP_NOVA_ZELANDIA_Q05_20260912T143655Z,RUN_NOVA_ZELANDIA_20260912T143655Z,rag-country-v3.2,3.0
quenia,Q05,Quais competências associadas ao século XXI aparecem nos documentos curriculares?,"As competências associadas ao século XXI que aparecem nos documentos curriculares do Quênia incluem Comunicação e Colaboração, Autoeficácia, Pensamento Crítico e Resolução de Problemas, Criatividade e Imaginação, Cidadania, Literacia Digital e Aprendizado a Aprender.",candidate,1,EVID_QUENIA_Q05_KE_001_P0022_001,KE_001,KE_001:p22,RESP_QUENIA_Q05_20260912T143913Z,RUN_QUENIA_20260912T143913Z,rag-country-v3.2,3.0
reino-unido,Q05,Quais competências associadas ao século XXI aparecem nos documentos curriculares?,"As competências associadas ao século XXI nos documentos curriculares incluem a capacidade de compreender e aplicar princípios de ciência da computação, análise de problemas em termos computacionais, uso responsável da tecnologia, e desenvolvimento de habilidades criativas e de pensamento crítico.",candidate,2,EVID_REINO_UNIDO_Q05_UK_001_P0001_001; EVID_REINO_UNIDO_Q05_UK_002_P0001_002,UK_001; UK_002,UK_001:p1-2; UK_002:p1-2,RESP_REINO_UNIDO_Q05_20260912T144124Z,RUN_REINO_UNIDO_20260912T144124Z,rag-country-v3.2,3.0
ruanda,Q05,Quais competências associadas ao século XXI aparecem nos documentos curriculares?,"As competências associadas ao século XXI nos documentos curriculares incluem: pensamento crítico, raciocínio lógico, habilidades éticas no uso da tecnologia, e a capacidade de trabalhar cooperativamente em grupos. Além disso, enfatizam o desenvolvimento de habilidades criativas e inovadoras, bem como a adaptação a contextos tecnológicos variados.",candidate,3,EVID_RUANDA_Q05_RW_001_P0009_001; EVID_RUANDA_Q05_RW_001_P0008_002; EVID_RUANDA_Q05_RW_001_P0016_003,RW_001,RW_001:p9; RW_001:p8; RW_001:p16,RESP_RUANDA_Q05_20260912T144341Z,RUN_RUANDA_20260912T144341Z,rag-country-v3.2,3.0
singapura,Q05,Quais competências associadas ao século XXI aparecem nos documentos curriculares?,"As competências associadas ao século XXI nos documentos curriculares incluem o pensamento crítico e inventivo, habilidades de informação e comunicação, e alfabetização cívica, consciência global e habilidades interculturais.",candidate,2,EVID_SINGAPURA_Q05_SG_002_P0017_001; EVID_SINGAPURA_Q05_SG_002_P0017_002,SG_002,SG_002:p17-18; SG_002:p17-18,RESP_SINGAPURA_Q05_20260912T144617Z,RUN_SINGAPURA_20260912T144617Z,rag-country-v3.2,3.0
suica,Q05,Quais competências associadas ao século XXI aparecem nos documentos curriculares?,"As competências associadas ao século XXI estruturadas nos documentos curriculares incluem a habilidade de pesquisar, analisar e avaliar informações, criar conteúdos utilizando ferramentas adequadas, assim como desenvolver a capacidade de resolver problemas complexos em colaboração com os outros e utilizar as tecnologias de maneira responsável.",candidate,2,EVID_SUICA_Q05_CH_001_P0003_001; EVID_SUICA_Q05_CH_003_P0006_002,CH_001; CH_003,CH_001:p3-4; CH_003:p6,RESP_SUICA_Q05_20260912T144840Z,RUN_SUICA_20260912T144840Z,rag-country-v3.2,3.0
taiwan,Q05,Quais competências associadas ao século XXI aparecem nos documentos curriculares?,"As competências associadas ao século XXI nos documentos curriculares incluem habilidades de colaboração, comunicação, pensamento crítico e consciência social.",candidate,4,EVID_TAIWAN_Q05_TW_001_P0029_001; EVID_TAIWAN_Q05_TW_001_P0029_002; EVID_TAIWAN_Q05_TW_001_P0029_003; EVID_TAIWAN_Q05_TW_001_P0027_004,TW_001,TW_001:p29; TW_001:p29; TW_001:p29; TW_001:p27,RESP_TAIWAN_Q05_20260912T145057Z,RUN_TAIWAN_20260912T145057Z,rag-country-v3.2,3.0
uruguai,Q05,Quais competências associadas ao século XXI aparecem nos documentos curriculares?,"Os documentos curriculares enfatizam o desenvolvimento de competências essenciais para o século XXI, como a alfabetização digital, o pensamento computacional e a cidadania digital.",candidate,2,EVID_URUGUAI_Q05_UY_003_P0004_001; EVID_URUGUAI_Q05_UY_001_P0024_002,UY_001; UY_003,UY_003:p4; UY_001:p24,RESP_URUGUAI_Q05_20260912T145323Z,RUN_URUGUAI_20260912T145323Z,rag-country-v3.2,3.0
africa-do-sul,Q06,"Como colaboração, criatividade e resolução de problemas são incorporadas às competências e práticas curriculares?","A incorporação de colaboração, criatividade e resolução de problemas nas competências e práticas curriculares é observada na aplicação de princípios de engenharia de software e no desenvolvimento de soluções para problemas específicos, onde os alunos são incentivados a usar o pensamento computacional. A colaboração é promovida ao solicitar que os alunos trabalhem em tarefas que envolvam a utilização de informações, dados e ideias para resolver problemas, descobrindo relações ou tendências e prevendo comportamentos ou eventos.",candidate,2,EVID_AFRICA_DO_SUL_Q06_AF_ZA_02_P0030_001; EVID_AFRICA_DO_SUL_Q06_AF_ZA_01_P0021_002,AF-ZA-01; AF-ZA-02,AF-ZA-02:p30; AF-ZA-01:p21,RESP_AFRICA_DO_SUL_Q06_20260912T140454Z,RUN_AFRICA_DO_SUL_20260912T140454Z,rag-country-v3.2,3.0
australia,Q06,"Como colaboração, criatividade e resolução de problemas são incorporadas às competências e práticas curriculares?","Estudantes usam ferramentas digitais para criar, localizar e compartilhar conteúdo, colaborando e comunicando ideias de design utilizando modelos e desenhos. Eles seguem passos organizados e utilizam tecnologias para produzir soluções desenhadas de forma segura. A comunicação de ideias é feita usando termos técnicos e técnicas de representação gráfica.",candidate,2,EVID_AUSTRALIA_Q06_OC_AU_01_P0001_001; EVID_AUSTRALIA_Q06_OC_AU_01_P0001_002,OC-AU-01,OC-AU-01:p1-3; OC-AU-01:p1-3,RESP_AUSTRALIA_Q06_20260912T140702Z,RUN_AUSTRALIA_20260912T140702Z,rag-country-v3.2,3.0
brasil,Q06,"Como colaboração, criatividade e resolução de problemas são incorporadas às competências e práticas curriculares?","A colaboração, criatividade e a resolução de problemas são incorporadas às competências e práticas curriculares por meio das competências gerais definidas na BNCC, que enfatizam a mobilização de conhecimentos, habilidades e atitudes para resolver demandas complexas da vida cotidiana. Além disso, é fundamental a participação dos alunos em práticas colaborativas e a capacidade de investigar, refletir, analisar criticamente e criar soluções.",candidate,2,EVID_BRASIL_Q06_BR_019_PNA_001; EVID_BRASIL_Q06_BR_004_P0477_002,BR_004; BR_019,BR_019:p4; BR_004:p477,RESP_BRASIL_Q06_20260912T140932Z,RUN_BRASIL_20260912T140932Z,rag-country-v3.2,3.0
canada,Q06,"Como colaboração, criatividade e resolução de problemas são incorporadas às competências e práticas curriculares?","A nova currícula de ciências do Canadá incorpora colaboração, criatividade e resolução de problemas ao enfatizar métodos científicos e a aprendizagem ativa.",candidate,3,EVID_CANADA_Q06_CA_002_P0001_001; EVID_CANADA_Q06_CA_001_P0003_002; EVID_CANADA_Q06_CA_001_P0003_003,CA_001; CA_002,CA_002:p1; CA_001:p3; CA_001:p3,RESP_CANADA_Q06_20260912T141201Z,RUN_CANADA_20260912T141201Z,rag-country-v3.2,3.0
chile,Q06,"Como colaboração, criatividade e resolução de problemas são incorporadas às competências e práticas curriculares?","As competências de colaboração, criatividade e resolução de problemas são incorporadas nas práticas curriculares no Chile através do uso de TIC, projetos interdisciplinários e objetivos de aprendizagem voltados para a identificação de necessidades e solução de problemas tecnológicos.",candidate,2,EVID_CHILE_Q06_CL_003_P0142_001; EVID_CHILE_Q06_CL_002_P0386_002,CL_002; CL_003,CL_003:p142-144; CL_002:p386-388,RESP_CHILE_Q06_20260912T141439Z,RUN_CHILE_20260912T141439Z,rag-country-v3.2,3.0
china,Q06,"Como colaboração, criatividade e resolução de problemas são incorporadas às competências e práticas curriculares?","A colaboração, criatividade e resolução de problemas são incorporadas às competências e práticas curriculares através da utilização de equipes e ferramentas digitais, promovendo o aprendizado cooperativo e a inovação. Os alunos são incentivados a usar o pensamento computacional e a percepção crítica ao resolver problemas, além de desenvolver um senso de responsabilidade social no uso de tecnologias.",candidate,3,EVID_CHINA_Q06_AS_CN_01_P0001_001; EVID_CHINA_Q06_AS_CN_01_P0014_002; EVID_CHINA_Q06_AS_CN_01_P0071_003,AS-CN-01,AS-CN-01:p1; AS-CN-01:p14; AS-CN-01:p71,RESP_CHINA_Q06_20260912T141700Z,RUN_CHINA_20260912T141700Z,rag-country-v3.2,3.0
coreia-do-sul,Q06,"Como colaboração, criatividade e resolução de problemas são incorporadas às competências e práticas curriculares?","A colaboração, criatividade e resolução de problemas são incorporadas às competências e práticas curriculares por meio do uso de livros didáticos digitais e metodologias que promovem a aprendizagem autodirigida e atividades diversificadas. A utilização de livros digitais permite experiências indiretas e promove a colaboração entre estudantes, facilitando discussões e atividades em grupo.",candidate,2,EVID_COREIA_DO_SUL_Q06_KR_001_P0077_001; EVID_COREIA_DO_SUL_Q06_KR_001_P0077_002,KR_001,KR_001:p77-78; KR_001:p77-78,RESP_COREIA_DO_SUL_Q06_20260912T141943Z,RUN_COREIA_DO_SUL_20260912T141943Z,rag-country-v3.2,3.0
estonia,Q06,"Como colaboração, criatividade e resolução de problemas são incorporadas às competências e práticas curriculares?","A incorporação de colaboração, criatividade e resolução de problemas nas competências e práticas curriculares na Estônia é refletida na promoção de um aluno socialmente ativo e responsável, capaz de encontrar soluções para questões de desenvolvimento humano e ambiental, além de entender a importância da cidadania e da cultura na formação de sua identidade.",candidate,2,EVID_ESTONIA_Q06_EU_EE_01_P0001_001; EVID_ESTONIA_Q06_EU_EE_01_P0001_002,EU-EE-01,EU-EE-01:p1; EU-EE-01:p1,RESP_ESTONIA_Q06_20260912T135902Z,RUN_ESTONIA_20260912T135902Z,rag-country-v3.2,3.0
eua,Q06,"Como colaboração, criatividade e resolução de problemas são incorporadas às competências e práticas curriculares?","A incorporação de colaboração, criatividade e resolução de problemas às competências e práticas curriculares é promovida através da integração das práticas de ciência da computação com os conceitos em padrões educacionais, garantindo que os alunos se tornem proficientes na aplicação do conhecimento e habilidades. A prática deve ser combinada com cada declaração de conceito para criar padrões que representem o comportamento e as habilidades que desejamos nos alunos.",candidate,2,EVID_EUA_Q06_US_001_P0149_001; EVID_EUA_Q06_US_001_P0149_002,US_001,US_001:p149; US_001:p149,RESP_EUA_Q06_20260912T142218Z,RUN_EUA_20260912T142218Z,rag-country-v3.2,3.0
finlandia,Q06,"Como colaboração, criatividade e resolução de problemas são incorporadas às competências e práticas curriculares?","A nova curriculum na Finlândia incorpora a colaboração, criatividade e resolução de problemas através de módulos de aprendizagem multidisciplinares e ênfase na participação ativa dos alunos. A escola promove interação enriquecedora entre alunos e professores.",candidate,2,EVID_FINLANDIA_Q06_FI_001_P0001_001; EVID_FINLANDIA_Q06_FI_001_P0002_002,FI_001,FI_001:p1-2; FI_001:p2-3,RESP_FINLANDIA_Q06_20260912T142441Z,RUN_FINLANDIA_20260912T142441Z,rag-country-v3.2,3.0
